region,latitude,longitude,temperature,oxygen_level,humidity,wind_speed,pressure,rainfall,ffmc,dmc,dc,isi,bui,fwi,historical_frequency,risk_score,risk_category,fire_occurrence
Northern Boreal,49.0244,-123.0627,24.26,20.32,75.11,17.68,1026.37,0.0,74.7,37.2,319.8,16.94,57.7,15.68,0.22,21.9,LOW,0
Northern Boreal,49.1295,-122.74,32.6,20.67,66.31,7.6,1011.73,0.0,82.9,110.1,328.4,18.68,119.8,38.77,0.22,48.8,MEDIUM,0
High Desert Plateau,34.6705,-117.2489,13.83,20.91,38.27,3.55,1028.0,1.17,77.1,92.5,242.7,11.94,94.7,15.62,0.28,26.7,LOW,0
High Desert Plateau,34.2693,-117.2547,31.81,20.93,24.83,1.36,993.71,0.0,97.3,9.6,353.1,29.92,18.0,17.9,0.28,57.1,MEDIUM,0
Pacific Coast Ridge,37.7328,-122.6213,30.06,22.15,25.52,12.29,1020.03,0.0,97.6,72.0,245.0,40.0,83.0,80.0,0.35,66.3,HIGH,1
Sierra Foothills,38.7202,-120.971,17.34,21.15,46.21,4.02,1008.56,0.0,73.9,29.4,118.8,10.34,36.3,5.1,0.48,27.2,LOW,0
Northern Boreal,48.7658,-123.3802,29.1,20.13,31.74,2.36,1005.44,0.0,92.5,38.5,393.4,24.54,61.9,36.0,0.22,55.2,MEDIUM,0
Pacific Coast Ridge,37.3173,-121.9111,26.81,19.93,93.99,9.3,1024.96,0.69,63.4,107.7,332.9,7.44,119.1,12.54,0.35,24.4,LOW,0
High Desert Plateau,34.404,-117.0867,13.57,21.86,16.22,8.03,1028.14,0.0,90.4,23.0,409.7,27.69,40.4,32.2,0.28,59.0,MEDIUM,0
High Desert Plateau,34.9462,-117.4318,36.0,21.54,54.97,15.94,989.19,0.0,87.7,61.5,156.9,30.99,62.1,68.86,0.28,65.9,HIGH,1
Northern Boreal,49.0023,-123.0386,26.46,22.97,39.4,5.48,1010.63,1.31,82.4,34.1,535.6,16.88,58.9,15.92,0.22,23.8,LOW,0
High Desert Plateau,34.8138,-116.8411,22.51,20.84,77.12,9.81,1036.5,0.0,67.8,4.0,313.2,9.44,7.8,1.01,0.28,21.3,LOW,0
High Desert Plateau,34.5802,-117.3516,22.16,21.19,78.41,4.8,998.39,0.0,64.5,38.1,212.7,6.65,52.6,5.11,0.28,18.5,LOW,0
Cascades Valley,45.8782,-121.7608,20.07,19.65,40.41,23.0,1015.41,1.02,88.6,23.0,220.2,38.82,36.5,80.0,0.18,51.8,MEDIUM,0
Sierra Foothills,38.8381,-120.7448,30.89,21.51,64.01,13.51,1005.3,0.0,77.9,129.9,698.6,17.7,150.0,44.04,0.48,60.7,HIGH,1
High Desert Plateau,34.8225,-116.8222,26.51,20.4,67.86,5.69,1045.0,0.0,74.6,21.8,292.8,11.44,36.7,5.77,0.28,26.0,LOW,0
Cascades Valley,45.8768,-122.1865,21.22,21.17,78.37,7.7,1020.6,0.0,69.6,117.0,277.3,9.62,113.9,14.9,0.18,21.3,LOW,0
Pacific Coast Ridge,38.0176,-122.5959,32.93,19.84,19.74,10.07,1021.27,0.0,99.5,85.0,94.7,40.0,52.4,80.0,0.35,76.5,HIGH,1
High Desert Plateau,34.539,-116.5989,46.18,21.29,48.97,8.94,998.93,3.55,91.9,50.4,633.4,30.82,84.1,80.0,0.28,50.4,MEDIUM,0
Pacific Coast Ridge,37.7012,-122.4116,12.42,21.75,76.38,9.89,1024.28,0.0,61.7,33.6,310.0,6.96,52.9,5.3,0.35,15.1,LOW,0
High Desert Plateau,34.5022,-117.3342,22.72,20.12,47.99,19.92,1014.69,1.77,77.8,28.5,277.5,20.93,45.4,18.4,0.28,29.2,LOW,0
Northern Boreal,48.9781,-123.0097,38.45,20.25,44.78,9.16,1009.47,0.0,99.0,53.8,167.1,40.0,59.6,80.0,0.22,68.5,HIGH,1
Cascades Valley,45.9194,-121.6793,17.01,21.25,45.49,15.15,1009.77,2.04,68.2,59.8,752.7,11.39,99.8,15.58,0.18,21.6,LOW,0
Cascades Valley,45.3793,-121.7539,26.51,21.11,54.28,4.28,997.35,0.0,81.7,35.2,318.1,15.51,55.1,12.99,0.18,33.2,MEDIUM,0
Northern Boreal,49.0262,-122.7148,26.63,21.27,35.98,4.7,1012.12,0.06,89.4,53.0,566.6,23.28,85.9,44.06,0.22,64.4,HIGH,1
Sierra Foothills,38.5428,-120.8194,31.61,21.06,69.7,18.17,993.5,0.89,79.1,13.0,283.6,21.33,23.3,9.84,0.48,30.1,MEDIUM,0
Cascades Valley,45.3902,-121.3038,39.49,22.32,54.18,10.73,1008.04,5.88,69.2,24.4,846.7,10.46,45.6,6.49,0.18,5.9,LOW,0
Pacific Coast Ridge,37.5945,-122.3859,24.77,20.97,44.37,4.28,1021.91,0.0,85.6,68.9,461.8,18.9,100.3,33.22,0.35,45.5,MEDIUM,0
Cascades Valley,45.8976,-121.9197,25.99,21.18,40.02,8.74,1036.23,0.0,87.2,72.0,607.8,24.15,111.1,62.15,0.18,60.8,HIGH,1
Sierra Foothills,38.322,-121.4281,32.58,21.67,78.98,15.24,1023.38,0.19,77.7,33.8,700.7,18.41,60.3,19.0,0.48,34.4,MEDIUM,0
Pacific Coast Ridge,37.9299,-122.5423,35.7,20.82,50.72,11.74,1004.97,0.0,92.0,48.8,743.9,34.11,83.9,80.0,0.35,70.6,HIGH,1
Pacific Coast Ridge,38.0312,-122.0018,36.97,20.99,40.44,9.49,1037.34,0.05,97.2,11.0,237.6,40.0,19.7,53.72,0.35,71.0,HIGH,1
Northern Boreal,49.1657,-122.826,24.38,20.98,53.61,6.96,1009.57,1.09,69.2,47.0,332.4,9.15,69.5,8.67,0.22,25.1,LOW,0
High Desert Plateau,34.4465,-117.3909,25.69,20.49,68.7,11.27,1005.46,0.0,76.9,89.9,372.8,15.67,112.2,26.87,0.28,30.9,MEDIUM,0
Northern Boreal,49.3012,-122.9932,39.87,19.86,64.88,18.44,1002.66,2.25,82.8,32.0,189.6,25.88,45.0,29.96,0.22,37.8,MEDIUM,0
High Desert Plateau,34.4296,-116.9155,25.21,20.66,45.55,15.29,1036.62,0.2,86.7,21.4,221.8,28.92,34.5,31.15,0.28,48.7,MEDIUM,0
Northern Boreal,49.371,-123.1237,21.82,20.49,98.0,10.99,1034.01,0.0,62.2,104.9,139.1,7.4,72.7,7.62,0.22,22.6,LOW,0
High Desert Plateau,34.9836,-117.4033,27.29,20.79,64.83,22.08,1019.37,0.12,80.9,41.7,273.7,25.83,60.4,39.99,0.28,57.9,MEDIUM,0
Cascades Valley,45.7159,-122.1411,32.81,21.54,51.86,2.75,1002.35,0.0,86.3,78.4,491.1,18.34,112.0,35.07,0.18,48.6,MEDIUM,0
Pacific Coast Ridge,37.5562,-122.565,24.97,21.04,77.77,13.96,1017.17,1.09,65.0,37.5,327.4,9.36,58.4,7.44,0.35,21.1,LOW,0
High Desert Plateau,34.1826,-117.0752,29.54,18.91,5.0,17.46,1030.39,0.0,99.5,95.5,580.0,40.0,135.3,80.0,0.28,83.8,HIGH,1
Cascades Valley,45.4138,-121.7954,28.97,21.79,14.78,13.67,1023.86,0.13,99.5,34.7,254.3,40.0,51.7,80.0,0.18,67.4,HIGH,1
Sierra Foothills,38.1705,-120.6057,26.26,21.3,69.52,8.18,1001.09,0.55,71.2,82.2,152.8,10.58,70.1,10.1,0.48,26.7,LOW,0
Northern Boreal,49.6133,-122.8224,3.75,21.09,47.02,5.05,1004.11,0.0,62.2,9.1,205.5,6.0,16.3,1.49,0.22,20.0,LOW,0
Sierra Foothills,38.2022,-120.3332,25.89,21.48,63.2,1.89,1000.83,0.0,75.4,79.7,379.7,10.16,104.6,14.45,0.48,29.8,LOW,0
Cascades Valley,45.5247,-121.9707,25.2,21.01,44.94,13.66,1017.03,0.0,88.8,84.4,667.7,30.79,128.2,80.0,0.18,57.3,MEDIUM,0
Sierra Foothills,38.5565,-121.1839,32.63,21.89,5.0,12.54,1008.11,0.0,99.5,28.5,267.8,40.0,45.0,80.0,0.48,84.3,HIGH,1
Sierra Foothills,38.6703,-121.0354,24.33,20.6,35.71,9.09,1013.43,1.9,78.5,33.6,385.3,15.8,55.2,13.39,0.48,34.0,MEDIUM,0
Cascades Valley,45.7554,-121.4838,15.12,22.38,8.69,3.24,1006.55,0.11,99.5,20.1,351.2,36.37,35.2,66.82,0.18,66.0,HIGH,1
Pacific Coast Ridge,38.1385,-122.5637,24.93,21.04,62.37,1.96,999.9,0.0,76.0,51.9,626.9,10.51,85.9,12.29,0.35,27.7,LOW,0
High Desert Plateau,34.4853,-117.4392,18.71,21.79,37.03,18.17,1018.28,0.0,87.3,13.4,275.0,32.31,23.9,30.23,0.28,47.6,MEDIUM,0
Northern Boreal,49.1458,-122.7238,33.21,21.22,38.03,11.3,1041.2,0.0,90.6,31.9,237.6,31.26,47.8,54.45,0.22,60.3,HIGH,1
High Desert Plateau,34.239,-117.0712,30.76,21.61,18.98,7.07,1010.41,0.17,99.5,9.8,324.7,40.0,18.3,49.89,0.28,69.2,HIGH,1
Northern Boreal,48.931,-122.8813,24.31,21.81,37.83,6.26,1045.0,0.0,88.2,77.8,253.1,23.27,88.0,45.06,0.22,53.9,MEDIUM,0
High Desert Plateau,34.4021,-117.1424,37.24,20.67,43.51,13.34,1045.0,0.0,95.0,57.0,585.4,40.0,91.7,80.0,0.28,76.0,HIGH,1
Sierra Foothills,38.1607,-121.1446,28.14,20.95,41.68,13.24,1025.06,0.0,90.6,126.7,598.6,33.24,150.0,80.0,0.48,66.6,HIGH,1
Pacific Coast Ridge,37.6193,-122.6356,15.18,21.81,49.78,7.16,1010.85,0.0,72.2,14.0,128.6,10.74,22.0,3.22,0.35,19.4,LOW,0
Sierra Foothills,38.5043,-120.9109,21.83,20.39,44.95,17.24,1011.35,0.0,84.7,59.6,163.3,27.71,62.3,49.81,0.48,58.5,MEDIUM,0
Pacific Coast Ridge,37.6626,-121.9113,26.27,20.75,43.48,13.14,1030.47,0.0,89.7,38.3,184.7,31.58,50.5,59.38,0.35,59.4,MEDIUM,0
Cascades Valley,45.5569,-121.9773,25.12,22.34,62.84,18.89,1029.94,0.72,78.1,37.1,343.8,20.69,58.4,23.12,0.18,28.5,LOW,0
Northern Boreal,48.8968,-123.2749,25.96,19.28,39.29,22.72,1032.48,0.0,95.7,132.3,306.4,40.0,127.3,80.0,0.22,67.8,HIGH,1
Northern Boreal,49.2786,-122.8191,22.43,21.42,37.1,4.56,1010.7,0.56,82.4,52.6,493.5,16.21,83.1,21.02,0.22,31.9,MEDIUM,0
Cascades Valley,45.5183,-121.5011,17.47,20.58,38.76,7.04,996.2,0.0,82.9,55.3,780.1,18.31,94.0,29.34,0.18,39.5,MEDIUM,0
High Desert Plateau,34.8792,-117.2222,23.35,20.26,30.91,19.54,1007.8,0.0,92.0,18.2,205.1,40.0,29.7,80.0,0.28,64.2,HIGH,1
Cascades Valley,45.8605,-121.4839,35.08,21.13,98.0,10.75,992.9,1.77,62.4,22.7,567.1,7.41,41.3,4.34,0.18,11.7,LOW,0
Cascades Valley,45.1621,-121.4541,37.08,20.67,14.58,20.01,1037.44,0.0,99.5,91.5,850.0,40.0,144.2,80.0,0.18,88.1,CRITICAL,1
Pacific Coast Ridge,37.7312,-122.4082,18.74,21.5,55.33,15.03,1031.69,1.22,68.3,13.1,115.8,11.4,20.4,3.19,0.35,13.4,LOW,0
Cascades Valley,45.1482,-121.5488,30.71,19.74,36.1,5.43,995.88,0.0,89.1,56.8,590.9,23.58,91.6,48.41,0.18,65.5,HIGH,1
Northern Boreal,49.5054,-122.9174,25.72,21.41,64.43,3.63,1023.37,0.0,77.2,13.8,331.2,12.04,25.1,4.18,0.22,20.0,LOW,0
Sierra Foothills,38.8608,-121.004,29.61,20.39,69.3,10.72,1004.67,1.33,74.3,90.2,399.9,13.53,115.3,22.3,0.48,28.5,LOW,0
Pacific Coast Ridge,37.6233,-122.8452,3.62,23.09,75.93,4.25,1017.33,0.0,49.6,21.5,155.9,3.08,32.0,2.18,0.35,8.7,LOW,0
Pacific Coast Ridge,37.572,-122.6789,13.85,21.35,49.4,10.02,1008.76,0.0,77.0,12.9,272.6,15.13,23.1,5.24,0.35,26.1,LOW,0
High Desert Plateau,34.7801,-117.34,30.86,21.23,55.78,8.6,997.7,0.0,88.4,124.7,171.8,25.53,88.6,56.93,0.28,46.5,MEDIUM,0
Sierra Foothills,38.7779,-120.5426,19.79,21.48,42.73,8.44,1018.43,0.0,83.9,70.1,136.1,20.31,61.3,23.35,0.48,38.1,MEDIUM,0
Pacific Coast Ridge,37.9072,-122.276,33.54,21.68,36.78,12.17,1015.75,1.29,93.6,101.4,216.7,37.39,93.5,80.0,0.35,60.6,HIGH,1
Cascades Valley,45.8663,-121.6047,32.76,21.44,46.58,9.0,970.83,0.0,88.2,58.3,508.4,25.66,90.6,58.92,0.18,62.1,HIGH,1
Pacific Coast Ridge,37.5766,-122.0829,25.95,21.43,34.77,14.06,1015.66,0.0,89.9,6.1,574.1,32.87,11.9,15.96,0.35,55.8,MEDIUM,0
Pacific Coast Ridge,38.0489,-122.5773,33.66,22.04,36.22,9.38,1031.41,0.0,98.6,65.8,344.2,40.0,89.0,80.0,0.35,63.3,HIGH,1
Pacific Coast Ridge,37.5003,-122.6752,31.1,20.46,55.78,7.87,1022.35,0.79,82.0,55.7,403.0,18.06,82.8,25.2,0.35,46.8,MEDIUM,0
High Desert Plateau,34.4032,-117.2083,31.48,20.94,74.41,3.24,995.22,0.0,75.4,68.1,542.2,10.77,103.7,15.23,0.28,29.5,LOW,0
Pacific Coast Ridge,37.9893,-122.2769,24.4,22.13,18.41,0.46,1000.78,0.0,96.5,70.7,850.0,27.55,117.1,80.0,0.35,62.1,HIGH,1
Pacific Coast Ridge,37.3383,-122.5362,22.07,20.7,58.36,12.28,1030.23,1.76,72.3,79.7,94.6,12.85,51.3,9.27,0.35,18.8,LOW,0
High Desert Plateau,34.8046,-117.1196,39.27,21.55,46.98,9.71,1006.89,0.07,99.5,180.0,850.0,40.0,150.0,80.0,0.28,71.7,HIGH,1
Sierra Foothills,38.746,-121.138,43.62,19.6,72.65,9.46,992.6,0.0,86.6,81.8,621.2,24.08,123.1,68.42,0.48,64.3,HIGH,1
Northern Boreal,49.7251,-122.8445,32.1,20.76,39.81,4.55,975.87,0.0,88.7,115.2,359.1,22.28,127.9,59.34,0.22,59.0,MEDIUM,0
High Desert Plateau,34.5595,-117.4565,36.94,20.33,29.18,2.96,990.08,0.0,99.5,138.2,125.8,35.94,73.8,80.0,0.28,73.8,HIGH,1
High Desert Plateau,34.3266,-116.9609,34.53,21.82,20.53,15.78,1006.55,0.0,99.5,43.4,356.5,40.0,66.5,80.0,0.28,83.8,HIGH,1
Pacific Coast Ridge,38.0078,-122.4355,34.46,21.41,66.97,9.44,1024.62,0.22,78.8,80.8,348.7,16.24,102.4,25.97,0.35,45.4,MEDIUM,0
Pacific Coast Ridge,37.4467,-122.5522,22.9,21.38,74.93,6.0,993.85,1.07,64.3,42.7,552.2,6.89,71.6,7.13,0.35,7.3,LOW,0
Northern Boreal,48.7682,-122.9936,39.31,21.43,27.59,6.47,1004.4,0.0,99.5,111.9,360.0,40.0,125.9,80.0,0.22,74.0,HIGH,1
Pacific Coast Ridge,37.9569,-123.1522,29.2,21.27,45.61,6.24,1008.97,0.0,90.2,37.8,384.4,25.69,60.7,39.58,0.35,57.1,MEDIUM,0
Cascades Valley,45.5561,-121.4071,16.74,20.91,45.0,7.7,1006.79,0.0,72.2,51.8,112.4,10.97,48.1,7.21,0.18,23.4,LOW,0
Pacific Coast Ridge,37.8845,-122.6816,26.59,20.95,26.84,8.92,1018.18,0.12,93.3,41.0,351.0,33.15,63.5,80.0,0.35,69.7,HIGH,1
Pacific Coast Ridge,37.7188,-122.2383,14.72,21.32,42.77,26.71,1036.24,0.08,77.3,12.0,166.4,23.94,20.3,11.14,0.35,37.4,MEDIUM,0
Cascades Valley,45.3151,-121.5419,22.08,19.04,48.48,9.33,1001.2,0.0,85.4,37.7,762.4,22.58,67.0,32.07,0.18,41.8,MEDIUM,0
Northern Boreal,49.5317,-123.1711,23.89,20.49,44.53,8.48,1014.15,1.69,75.5,37.7,447.8,13.32,62.3,11.81,0.22,26.7,LOW,0
Cascades Valley,45.4935,-121.6076,35.58,20.72,55.24,10.67,1019.84,2.29,79.2,45.4,596.0,17.22,76.3,21.35,0.18,33.2,MEDIUM,0
High Desert Plateau,34.2601,-117.2364,45.22,21.28,30.57,18.24,1018.59,0.0,99.5,45.7,310.4,40.0,66.8,80.0,0.28,89.6,CRITICAL,1
Cascades Valley,45.5075,-121.8389,20.94,21.09,35.4,3.47,1031.87,0.0,83.2,77.0,287.0,16.18,92.1,23.22,0.18,40.9,MEDIUM,0
Sierra Foothills,38.203,-120.8966,25.25,19.76,52.41,2.58,1024.52,0.44,82.4,31.5,661.3,14.92,56.4,12.53,0.48,27.5,LOW,0
High Desert Plateau,34.3794,-117.3998,24.96,19.39,20.92,7.79,1039.11,0.0,99.5,30.7,210.0,40.0,45.0,80.0,0.28,68.5,HIGH,1
Pacific Coast Ridge,37.7566,-122.3179,34.39,21.56,45.48,4.87,1022.01,0.0,93.4,45.9,241.7,28.61,62.2,54.36,0.35,65.6,HIGH,1
High Desert Plateau,34.2502,-117.3833,30.79,20.59,56.27,7.39,960.0,0.0,81.6,180.0,337.7,17.37,150.0,42.62,0.28,60.2,HIGH,1
Northern Boreal,49.1449,-123.3101,29.3,20.64,51.85,4.94,1029.38,0.0,83.9,31.6,527.1,17.76,54.9,16.22,0.22,40.0,MEDIUM,0
Northern Boreal,49.1507,-123.0448,27.97,21.57,29.8,4.02,1024.22,0.22,92.7,164.6,374.6,26.72,150.0,80.0,0.22,61.3,HIGH,1
Cascades Valley,45.5912,-121.8117,22.59,20.02,44.25,14.82,1004.9,0.0,83.7,17.3,363.9,24.6,30.9,18.09,0.18,39.0,MEDIUM,0
High Desert Plateau,34.8304,-117.1348,29.41,20.35,61.5,19.59,1008.58,0.0,86.1,20.2,506.2,31.61,36.7,43.31,0.28,52.7,MEDIUM,0
Pacific Coast Ridge,37.9487,-122.3893,20.75,20.6,23.18,2.14,1007.11,1.33,82.7,46.3,758.2,14.82,80.4,17.7,0.35,39.6,MEDIUM,0
Northern Boreal,49.6606,-122.6497,21.81,20.52,50.94,18.54,1006.74,1.71,75.9,89.6,489.5,18.34,123.0,38.49,0.22,35.9,MEDIUM,0
Pacific Coast Ridge,37.5358,-122.1186,21.84,20.51,44.74,3.17,1008.68,0.0,83.3,31.8,215.3,16.04,46.5,11.56,0.35,30.2,MEDIUM,0
Sierra Foothills,38.8876,-121.389,25.56,20.0,54.41,15.21,987.69,0.0,79.5,61.5,850.0,20.15,104.2,39.08,0.48,52.6,MEDIUM,0
Northern Boreal,49.2952,-122.7466,30.59,20.58,84.52,9.97,989.17,0.0,73.5,82.2,135.0,12.65,65.2,11.55,0.22,35.4,MEDIUM,0
Cascades Valley,45.5616,-121.6493,26.93,20.71,45.33,3.29,994.41,1.5,80.1,69.0,180.8,13.73,70.6,13.94,0.18,20.7,LOW,0
Sierra Foothills,38.532,-120.7294,12.09,22.54,26.72,6.52,1016.13,0.0,79.0,37.1,72.6,14.77,32.6,7.14,0.48,48.5,MEDIUM,0
High Desert Plateau,34.3543,-116.9793,17.23,20.37,55.66,11.61,1015.55,0.0,73.7,180.0,334.0,13.49,150.0,28.91,0.28,36.5,MEDIUM,0
Pacific Coast Ridge,37.8418,-122.4154,18.84,20.23,63.32,12.42,1014.21,0.0,69.9,101.3,420.6,11.44,126.5,19.86,0.35,31.7,MEDIUM,0
Northern Boreal,49.2078,-122.5617,26.77,21.01,49.22,10.41,1003.1,0.0,86.3,180.0,324.3,24.46,150.0,80.0,0.22,54.6,MEDIUM,0
Sierra Foothills,38.6256,-121.1853,33.47,22.15,37.58,8.78,997.04,0.43,92.1,98.1,332.4,31.01,112.9,80.0,0.48,66.9,HIGH,1
Sierra Foothills,38.4472,-121.0235,33.8,20.95,56.9,13.35,999.41,0.0,83.5,25.0,338.0,23.31,42.3,21.73,0.48,52.1,MEDIUM,0
Northern Boreal,49.5144,-123.0696,32.92,20.51,5.0,20.18,1021.19,0.0,99.5,89.5,663.7,40.0,133.9,80.0,0.22,84.9,HIGH,1
High Desert Plateau,34.7883,-117.222,26.86,21.45,12.95,5.53,1003.91,0.0,95.3,42.3,351.0,32.36,65.0,80.0,0.28,77.6,HIGH,1
High Desert Plateau,34.5202,-117.0186,24.48,20.05,25.31,16.46,1021.63,0.58,93.3,12.1,482.5,40.0,22.7,62.07,0.28,56.3,MEDIUM,0
Cascades Valley,45.2966,-121.5987,39.05,21.23,32.49,4.19,1032.94,5.49,80.3,45.6,663.1,14.41,77.8,16.43,0.18,17.6,LOW,0
High Desert Plateau,34.7205,-117.0407,26.1,20.3,44.42,6.64,999.89,0.0,88.2,82.4,518.6,23.54,118.0,62.1,0.28,59.9,MEDIUM,0
Cascades Valley,45.4307,-121.4571,34.11,20.92,17.2,19.6,1011.23,0.0,99.5,23.5,365.1,40.0,40.4,80.0,0.18,81.9,HIGH,1
Sierra Foothills,38.6839,-121.0733,26.88,21.08,21.99,8.99,1030.64,1.8,91.5,52.1,391.6,30.26,78.2,80.0,0.48,60.3,HIGH,1
Northern Boreal,49.4385,-122.8078,16.74,21.77,79.23,22.42,1041.18,4.35,48.4,17.6,680.7,5.06,33.0,2.74,0.22,0.0,LOW,0
High Desert Plateau,34.3803,-116.8692,32.34,21.61,52.33,10.08,1021.54,0.0,86.9,76.7,616.1,24.9,117.0,70.53,0.28,63.6,HIGH,1
Cascades Valley,44.9133,-121.4696,22.69,23.06,65.18,9.7,1016.64,2.46,62.9,74.6,385.7,7.36,100.6,10.49,0.18,2.4,LOW,0
Sierra Foothills,38.4313,-120.8781,20.0,20.69,33.27,2.23,1018.77,0.0,88.2,16.6,459.8,19.7,30.4,10.89,0.48,37.9,MEDIUM,0
High Desert Plateau,34.3706,-117.0862,23.38,20.67,40.86,10.41,1034.38,0.0,89.0,37.2,417.2,27.98,60.8,49.91,0.28,58.3,MEDIUM,0
Pacific Coast Ridge,37.3886,-122.6169,41.52,21.25,58.18,8.37,1014.87,0.0,93.2,106.8,465.5,32.41,135.7,80.0,0.35,72.8,HIGH,1
Sierra Foothills,38.6543,-121.0491,34.06,20.38,51.72,4.7,1020.38,0.0,88.2,30.6,242.7,21.93,46.5,20.82,0.48,46.7,MEDIUM,0
High Desert Plateau,34.8881,-117.2295,34.42,19.74,21.27,11.19,1006.0,0.0,99.5,35.3,591.8,40.0,61.4,80.0,0.28,77.0,HIGH,1
Sierra Foothills,38.7756,-121.0389,23.64,20.49,82.24,8.82,993.04,0.0,67.2,33.6,232.1,8.86,49.4,5.99,0.48,24.1,LOW,0
Northern Boreal,49.191,-122.8053,16.11,21.18,50.32,10.29,1033.13,0.0,77.3,27.2,363.2,15.47,45.8,10.76,0.22,26.6,LOW,0
Northern Boreal,48.7116,-122.8404,22.09,21.42,58.57,13.31,1028.21,0.18,75.6,8.9,249.1,15.64,16.4,3.91,0.22,20.9,LOW,0
Northern Boreal,49.541,-123.2561,14.88,20.59,55.65,2.33,1026.62,0.43,69.4,46.8,371.6,7.68,71.2,7.67,0.22,13.7,LOW,0
Pacific Coast Ridge,37.4014,-122.107,39.54,21.23,35.19,15.43,1012.88,0.0,99.5,51.1,260.5,40.0,68.6,80.0,0.35,69.1,HIGH,1
Northern Boreal,49.1301,-123.2566,29.54,19.99,38.91,5.66,1016.48,0.0,93.1,56.8,584.1,29.1,91.4,80.0,0.22,54.8,MEDIUM,0
Pacific Coast Ridge,37.5832,-122.3734,14.07,21.78,44.12,7.65,1019.02,0.0,78.4,13.5,180.6,14.98,22.7,5.07,0.35,25.2,LOW,0
Northern Boreal,49.3832,-123.0258,29.9,20.72,68.36,3.74,1022.35,0.0,75.8,31.1,250.4,11.23,47.4,7.29,0.22,21.5,LOW,0
Sierra Foothills,39.1374,-120.8062,30.72,19.65,46.59,13.34,1006.28,1.14,86.2,44.2,191.6,26.66,56.1,40.32,0.48,60.1,HIGH,1
High Desert Plateau,34.587,-117.1626,4.61,21.2,62.68,3.83,1012.95,0.56,54.7,17.0,305.7,3.91,29.8,2.2,0.28,10.6,LOW,0
High Desert Plateau,34.6794,-117.0655,26.58,21.73,26.42,21.49,1030.46,0.28,90.1,44.2,740.4,40.0,76.9,80.0,0.28,62.3,HIGH,1
Northern Boreal,49.1133,-122.9816,30.46,20.2,50.92,16.59,1016.33,0.0,84.3,52.3,410.2,26.68,79.3,57.15,0.22,59.7,MEDIUM,0
High Desert Plateau,34.8503,-117.0587,22.53,21.76,31.05,7.61,995.32,0.56,86.7,62.3,241.9,22.66,75.8,36.53,0.28,51.2,MEDIUM,0
Northern Boreal,49.2399,-123.2672,19.48,20.67,37.49,9.96,987.84,0.0,83.2,50.8,105.5,20.58,46.1,18.04,0.22,35.0,MEDIUM,0
Northern Boreal,49.7349,-123.1637,20.66,20.71,75.06,11.55,1023.16,5.14,49.9,45.3,122.6,4.05,47.1,3.53,0.22,0.0,LOW,0
Cascades Valley,45.35,-121.7683,24.88,20.44,53.37,7.05,1020.58,0.0,83.7,41.7,389.9,19.05,65.8,22.11,0.18,35.4,MEDIUM,0
Cascades Valley,45.3442,-121.5459,27.35,20.1,58.58,8.35,1018.24,0.0,79.8,21.7,345.7,16.4,37.5,9.66,0.18,24.0,LOW,0
Cascades Valley,45.7395,-121.5522,37.51,20.38,30.73,12.21,1004.89,1.38,99.5,95.9,167.1,40.0,78.8,80.0,0.18,75.3,HIGH,1
Pacific Coast Ridge,37.6172,-122.3654,24.05,21.45,55.82,7.47,1029.09,0.0,81.6,26.7,517.5,17.47,47.3,13.58,0.35,33.6,MEDIUM,0
Cascades Valley,45.8314,-121.5744,48.0,20.15,42.33,12.81,1010.03,0.0,99.5,40.5,249.5,40.0,57.6,80.0,0.18,84.8,HIGH,1
Northern Boreal,49.1828,-122.9503,31.15,21.36,42.25,5.5,1028.08,0.0,87.1,51.3,850.0,21.37,89.1,37.75,0.22,62.7,HIGH,1
Sierra Foothills,38.5125,-120.6288,12.83,19.32,52.55,14.98,1040.42,0.0,67.5,26.8,122.6,10.94,34.6,5.17,0.48,25.0,LOW,0
Cascades Valley,45.58,-121.3437,31.58,20.58,51.92,2.83,1026.44,0.0,86.8,165.8,850.0,18.85,150.0,49.38,0.18,60.9,HIGH,1
Cascades Valley,45.4782,-121.7472,25.03,19.97,35.18,12.29,1014.86,4.03,74.7,28.6,279.4,14.49,45.6,9.7,0.18,15.2,LOW,0
Sierra Foothills,38.8156,-121.0115,16.43,20.92,55.77,2.93,1020.29,2.58,63.9,38.2,248.3,5.96,55.2,5.01,0.48,0.0,LOW,0
Northern Boreal,49.3786,-122.9155,14.19,21.98,38.32,13.76,1003.66,0.53,80.6,27.8,282.9,20.36,44.7,17.11,0.22,32.1,MEDIUM,0
Pacific Coast Ridge,37.5347,-122.5085,22.31,21.68,45.27,12.43,1033.37,0.0,78.0,23.9,431.6,17.2,42.0,11.71,0.35,36.9,MEDIUM,0
Cascades Valley,45.2833,-121.5885,28.47,20.54,8.84,10.77,1023.3,1.84,98.0,19.2,508.9,40.0,35.1,80.0,0.18,71.0,HIGH,1
Sierra Foothills,38.6209,-121.0235,39.09,20.83,35.1,11.45,1027.42,0.0,99.5,49.6,206.6,40.0,62.0,80.0,0.48,81.9,HIGH,1
Northern Boreal,49.0228,-122.5383,33.98,19.42,57.25,3.05,1019.01,2.2,72.5,16.6,200.0,9.24,27.5,3.46,0.22,18.4,LOW,0
